CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LATracts1,LATracts10,LAPOP1_10,LALOWI1_10,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
41051010500,Oregon,Multnomah County,0,3926,1433,0,134,3.41,0,0,0,9.4,91515,0,0,0,62,14,3908,99.55,845,21.53,859,21.89,532,13.56,3622,92.27,27,0.68,51,1.29,0,0.00,25,0.63,184,4.68,137,3.48,17,1.16,95,6.64,62,1.57,14,0.35,12,0.31,8,0.20,57,1.46,1,0.02,0,0.01,0,0.00,0,0.01,3,0.08,2,0.04,1,0.07,2,0.11,864,861,537,3639,27,51,0,25,184,137,20,98
41051010600,Oregon,Multnomah County,1,3442,1881,0,1210,35.15,0,0,1,45.8,115179,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1726,71,471,2647,349,157,6,83,200,251,1512,996
41051980000,Oregon,Multnomah County,1,8,0,1,8,100.00,0,0,0,0.0,NA,1,1,0,7,0,7,87.62,0,0.00,0,0.00,0,0.00,6,75.12,1,12.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,0.00,0,0,0,7,1,0,0,0,0,0,0,0
41053005100,Oregon,Polk County,1,2194,867,0,42,1.91,0,0,1,26.2,40729,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1401,611,136,1690,11,14,10,70,399,522,63,330
41053005201,Oregon,Polk County,1,8827,3357,0,11,0.12,0,1,0,7.1,83750,1,1,0,3923,792,3923,44.44,792,8.98,1260,14.27,266,3.02,3390,38.40,33,0.38,185,2.09,9,0.10,32,0.36,275,3.11,353,4.00,50,1.50,178,5.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381,2412,1177,7686,77,283,19,92,670,862,233,464
41053005202,Oregon,Polk County,1,9136,3618,0,36,0.39,0,1,0,7.1,78016,1,1,0,4143,804,4143,45.35,804,8.80,1148,12.57,507,5.55,3649,39.94,33,0.36,104,1.14,14,0.15,31,0.34,313,3.42,410,4.49,57,1.58,195,5.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3049,2376,1192,7883,70,299,57,79,748,1012,253,497
41053005300,Oregon,Polk County,0,8580,3327,0,53,0.62,0,1,0,9.6,95734,0,0,0,NA,NA,8576,99.96,1679,19.57,1900,22.14,1862,21.70,7612,88.72,51,0.59,215,2.51,13,0.15,92,1.07,593,6.91,726,8.46,145,4.35,151,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930,1901,1862,7615,51,215,13,92,594,729,153,167
41053020202,Oregon,Polk County,1,6142,2540,0,48,0.78,0,0,0,17.7,61146,1,1,0,1939,339,1939,31.57,339,5.51,415,6.76,435,7.09,1803,29.36,2,0.03,6,0.10,1,0.01,39,0.63,88,1.44,135,2.20,2,0.06,192,7.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2358,1419,1350,5667,10,40,8,131,286,437,148,707
41053020203,Oregon,Polk County,1,2924,1083,0,125,4.27,0,0,1,24.0,40938,0,0,0,136,74,136,4.64,74,2.53,31,1.05,16,0.54,128,4.38,0,0.00,0,0.00,0,0.00,0,0.00,8,0.26,7,0.24,2,0.19,18,1.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1578,769,328,2697,11,22,5,55,134,148,53,394
41053020204,Oregon,Polk County,1,4510,1718,0,27,0.60,0,0,0,7.4,81645,1,1,0,3635,681,3635,80.61,681,15.09,829,18.39,601,13.32,3379,74.93,8,0.18,30,0.66,0,0.00,63,1.40,155,3.43,201,4.47,48,2.79,144,8.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,993,1032,798,4194,9,31,0,84,192,241,57,191
41053020302,Oregon,Polk County,0,9647,3184,0,53,0.55,0,0,0,10.0,65477,0,0,0,NA,NA,3066,31.78,949,9.84,793,8.22,435,4.51,2496,25.87,7,0.07,26,0.27,6,0.07,41,0.42,490,5.08,654,6.78,9,0.29,221,6.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3858,2905,948,7269,37,87,16,174,2064,3116,46,669
41053020303,Oregon,Polk County,1,4359,1277,0,1230,28.22,1,0,1,34.3,54970,1,1,0,3575,2204,3575,82.02,2204,50.56,373,8.55,287,6.59,2967,68.06,58,1.33,122,2.79,28,0.64,51,1.17,350,8.02,404,9.27,53,4.16,170,13.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2218,558,334,3595,61,160,30,57,456,495,64,254
41053020304,Oregon,Polk County,1,6538,2562,0,114,1.74,1,1,1,30.0,60208,1,1,0,1778,1105,1778,27.19,1105,16.89,278,4.26,143,2.19,1388,21.23,28,0.43,118,1.81,6,0.10,28,0.42,210,3.21,229,3.50,54,2.13,191,7.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3412,1385,816,5464,55,197,30,92,700,934,177,663
41053020400,Oregon,Polk County,0,5977,2276,0,10,0.17,0,0,1,18.5,57898,0,0,0,396,92,5097,85.27,1641,27.45,1109,18.55,830,13.89,4211,70.45,12,0.20,19,0.32,3,0.05,482,8.06,370,6.19,233,3.90,69,3.03,401,17.63,396,6.63,92,1.53,91,1.52,68,1.13,375,6.27,1,0.02,1,0.02,0,0.00,7,0.12,12,0.20,17,0.28,1,0.03,31,1.37,2199,1338,911,4897,20,21,11,582,446,279,82,475
41053020500,Oregon,Polk County,0,6569,2479,0,136,2.07,0,0,0,8.7,91794,0,0,0,NA,NA,2501,38.07,372,5.67,553,8.42,444,6.76,2343,35.67,1,0.02,30,0.46,1,0.01,28,0.43,98,1.49,135,2.05,46,1.87,69,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1105,1627,1300,6151,12,66,11,108,221,313,136,181
41055950100,Oregon,Sherman County,0,1765,777,0,0,0.00,0,0,0,13.1,64188,1,0,1,843,313,1598,90.55,600,33.97,314,17.79,336,19.02,1486,84.20,4,0.23,3,0.17,1,0.06,28,1.59,76,4.31,93,5.27,30,3.83,100,12.87,843,47.75,313,17.75,175,9.89,164,9.29,795,45.03,4,0.23,1,0.07,1,0.06,5,0.29,37,2.08,37,2.09,14,1.81,51,6.56,604,349,384,1648,4,3,1,29,80,98,32,105
41057960100,Oregon,Tillamook County,0,3553,1693,0,47,1.32,0,1,0,7.3,67500,0,0,0,2,0,2617,73.65,710,19.98,420,11.83,716,20.15,2463,69.32,2,0.07,22,0.61,5,0.13,21,0.59,104,2.93,139,3.91,98,5.76,115,6.82,2,0.05,0,0.01,0,0.00,0,0.01,1,0.02,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,1,0.03,0,0.01,0,0.01,830,521,1050,3330,11,38,5,22,147,185,123,153
41057960200,Oregon,Tillamook County,0,2471,1234,0,15,0.61,0,0,1,14.9,49091,0,0,0,NA,NA,1685,68.21,591,23.92,227,9.20,472,19.11,1590,64.33,7,0.28,21,0.83,0,0.00,13,0.53,55,2.24,40,1.62,67,5.44,167,13.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,867,323,698,2334,8,28,0,19,82,67,81,207
41057960300,Oregon,Tillamook County,0,2352,1014,0,11,0.47,0,0,0,10.3,60781,0,0,0,29,13,2350,99.89,806,34.26,425,18.06,510,21.68,2197,93.39,1,0.04,22,0.94,1,0.04,18,0.76,111,4.72,140,5.95,13,1.24,143,14.06,29,1.23,13,0.54,0,0.00,14,0.60,28,1.19,0,0.00,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.03,2,0.21,890,425,511,2199,1,22,1,18,111,140,12,149
41057960400,Oregon,Tillamook County,0,7664,2876,0,386,5.04,0,1,0,17.5,63517,0,0,0,404,72,5790,75.54,1890,24.66,1387,18.10,901,11.76,5211,67.99,42,0.55,54,0.70,26,0.34,74,0.97,383,5.00,620,8.09,109,3.80,568,19.75,404,5.27,72,0.94,23,0.30,48,0.62,359,4.69,15,0.20,5,0.07,2,0.03,9,0.12,13,0.17,26,0.33,0,0.00,25,0.88,3259,1916,1109,6791,50,65,48,103,607,1060,322,806
41057960500,Oregon,Tillamook County,0,2134,886,0,0,0.00,0,0,1,28.2,49750,0,0,0,NA,NA,280,13.13,131,6.14,58,2.73,63,2.94,241,11.27,0,0.00,0,0.00,0,0.00,0,0.00,40,1.86,54,2.51,0,0.00,48,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1023,511,319,1820,1,20,4,31,258,362,112,359
41057960600,Oregon,Tillamook County,0,2152,985,0,17,0.79,0,0,0,12.6,63620,0,0,0,0,0,2089,97.06,792,36.78,368,17.11,481,22.35,1970,91.55,5,0.22,11,0.51,0,0.00,21,0.99,81,3.79,134,6.25,35,3.57,62,6.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,812,384,487,2029,5,11,0,24,83,143,33,64
41057960700,Oregon,Tillamook County,0,2440,1044,0,0,0.00,0,0,0,9.8,58603,0,0,0,278,114,2160,88.52,832,34.10,444,18.18,398,16.29,2042,83.68,4,0.16,10,0.43,0,0.00,16,0.66,88,3.59,121,4.95,51,4.90,117,11.25,278,11.41,114,4.67,49,2.00,46,1.89,269,11.01,0,0.00,0,0.00,0,0.00,0,0.00,10,0.40,21,0.86,6,0.54,17,1.61,822,489,484,2297,8,13,0,19,103,123,57,123
41057960800,Oregon,Tillamook County,0,2484,1102,0,0,0.00,0,0,1,17.4,49356,0,0,0,14,5,1905,76.70,769,30.94,363,14.62,429,17.28,1766,71.08,1,0.04,27,1.10,1,0.04,16,0.64,94,3.80,163,6.54,6,0.58,101,9.15,14,0.58,5,0.19,2,0.09,2,0.09,13,0.53,1,0.04,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00,1,0.08,1266,436,615,2302,1,30,1,24,126,204,7,154
41059940000,Oregon,Umatilla County,0,3027,1078,0,40,1.32,0,1,0,19.5,68571,1,0,1,611,220,3027,100.00,1248,41.22,773,25.54,458,15.13,1400,46.25,16,0.53,7,0.23,1,0.03,1419,46.88,184,6.08,142,4.69,108,10.05,228,21.19,611,20.20,220,7.26,120,3.96,104,3.44,322,10.64,3,0.09,3,0.10,0,0.00,259,8.57,24,0.80,15,0.51,19,1.74,50,4.60,1187,773,458,1400,16,7,1,1419,184,142,102,214
41059950100,Oregon,Umatilla County,0,4231,1703,0,16,0.38,0,0,0,4.3,65517,0,0,0,488,115,4150,98.10,1069,25.26,852,20.15,843,19.94,3739,88.36,5,0.11,40,0.95,1,0.02,44,1.03,322,7.62,473,11.18,62,3.66,242,14.21,488,11.54,115,2.72,73,1.73,127,2.99,458,10.82,0,0.00,1,0.01,1,0.02,7,0.15,23,0.53,29,0.68,4,0.26,33,1.92,1027,868,861,3811,5,40,1,44,330,479,63,239
41059950200,Oregon,Umatilla County,1,7643,2694,0,63,0.82,1,1,1,28.2,51319,1,1,0,1312,666,1312,17.17,666,8.72,403,5.28,190,2.48,1050,13.74,5,0.06,5,0.06,0,0.00,16,0.21,237,3.10,371,4.85,102,3.79,147,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4175,2321,1028,5493,39,41,2,64,2004,3215,294,835
41059950300,Oregon,Umatilla County,0,2781,1062,0,2,0.07,0,0,0,15.3,68570,1,0,1,1015,354,2781,100.00,952,34.25,707,25.42,443,15.93,2552,91.77,6,0.22,11,0.40,0,0.00,57,2.05,155,5.57,194,6.98,21,1.94,159,14.94,1015,36.51,354,12.73,256,9.20,150,5.39,923,33.18,6,0.22,1,0.04,0,0.00,26,0.95,59,2.13,57,2.05,11,1.05,59,5.57,1040,707,443,2552,6,11,0,57,155,194,22,167
41059950400,Oregon,Umatilla County,0,6256,1846,0,1675,26.77,0,1,0,19.7,68664,0,0,0,418,168,1222,19.53,431,6.89,315,5.04,209,3.35,1107,17.69,2,0.04,22,0.35,1,0.02,31,0.50,58,0.93,53,0.84,27,1.44,134,7.24,418,6.68,168,2.69,129,2.06,53,0.85,374,5.97,0,0.00,0,0.00,0,0.00,18,0.28,26,0.42,14,0.23,6,0.32,43,2.31,1612,1170,696,5531,160,81,9,177,298,592,174,493
41059950500,Oregon,Umatilla County,0,4403,1812,0,77,1.75,0,0,0,14.5,68850,0,0,0,100,37,2386,54.20,539,12.25,524,11.90,497,11.28,2215,50.30,5,0.11,11,0.25,1,0.03,33,0.74,122,2.77,121,2.75,38,2.09,154,8.52,100,2.26,37,0.84,20,0.45,17,0.39,88,2.01,1,0.02,0,0.00,0,0.00,2,0.05,8,0.18,8,0.19,0,0.00,7,0.37,1608,1061,797,3925,19,41,10,91,317,357,93,287
41059950600,Oregon,Umatilla County,1,6206,2536,0,104,1.68,0,1,0,15.7,59196,1,1,0,2291,754,2291,36.92,754,12.15,554,8.93,351,5.65,2051,33.05,15,0.24,30,0.48,4,0.06,61,0.98,130,2.10,124,2.00,69,2.74,323,12.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2298,1493,770,5388,48,79,5,209,477,564,239,862
41059950700,Oregon,Umatilla County,1,2474,1056,0,22,0.89,0,0,0,10.5,62604,1,1,0,2446,878,2446,98.86,878,35.47,584,23.62,314,12.71,2119,85.64,7,0.27,15,0.61,4,0.16,113,4.59,188,7.59,204,8.26,81,7.70,253,23.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971,589,317,2144,7,15,4,115,189,207,73,238
41059950800,Oregon,Umatilla County,0,7881,2042,0,1769,22.45,0,0,1,22.3,60455,0,0,0,NA,NA,7670,97.32,4021,51.03,1799,22.83,642,8.15,5916,75.06,163,2.07,40,0.50,10,0.13,105,1.34,1436,18.23,2598,32.97,86,4.23,478,23.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2613,1873,659,6054,164,42,10,111,1500,2714,94,503
41059950900,Oregon,Umatilla County,0,4206,1437,0,3,0.07,0,0,1,17.6,51402,0,0,0,NA,NA,1928,45.85,820,19.50,527,12.54,220,5.24,1557,37.02,4,0.09,13,0.30,2,0.05,24,0.57,329,7.83,566,13.45,9,0.63,157,10.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2348,1279,426,3121,24,20,3,48,990,1605,72,369
41059951000,Oregon,Umatilla County,1,6259,2236,0,95,1.52,1,1,1,31.2,61135,1,1,0,2655,1367,2655,42.42,1367,21.83,930,14.86,298,4.76,1889,30.17,18,0.29,22,0.35,3,0.05,26,0.41,698,11.15,1124,17.96,44,1.99,213,9.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2991,1969,725,4606,42,62,6,81,1462,2383,179,602
41059951100,Oregon,Umatilla County,1,5602,2091,0,88,1.57,0,1,0,10.7,61025,1,1,0,3991,1792,3991,71.25,1792,32.00,1156,20.64,602,10.75,3012,53.76,41,0.74,37,0.66,8,0.14,51,0.90,843,15.05,1270,22.67,153,7.32,290,13.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116,1622,851,4394,48,60,19,61,1020,1577,140,397
41059951200,Oregon,Umatilla County,1,8814,3042,0,12,0.14,0,0,0,17.2,61883,1,1,0,1749,573,1749,19.85,573,6.50,579,6.57,152,1.73,1313,14.90,2,0.03,31,0.35,11,0.12,13,0.15,379,4.30,560,6.35,13,0.44,107,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3585,2806,753,6520,52,152,23,101,1966,3038,132,626
41059951300,Oregon,Umatilla County,1,3715,1302,0,0,0.00,0,0,0,14.2,59243,1,1,0,3712,1401,3712,99.93,1401,37.71,1089,29.32,417,11.23,2817,75.84,8,0.22,5,0.13,7,0.19,45,1.21,830,22.34,962,25.90,10,0.76,235,18.08,22,0.58,9,0.23,4,0.11,5,0.14,20,0.55,0,0.01,0,0.00,0,0.00,0,0.00,1,0.02,1,0.02,0,0.02,1,0.11,1605,1090,418,2820,8,5,7,45,830,962,11,257
41059951400,Oregon,Umatilla County,0,2391,967,0,19,0.79,0,0,0,12.3,63984,1,0,1,2357,722,2391,100.00,733,30.64,579,24.22,455,19.03,2236,93.52,0,0.00,8,0.33,1,0.04,39,1.63,107,4.48,78,3.26,63,6.55,165,17.08,2357,98.58,722,30.19,573,23.97,451,18.86,2202,92.10,0,0.00,8,0.33,1,0.04,39,1.63,107,4.47,78,3.26,63,6.47,163,16.89,697,579,455,2236,0,8,1,39,107,78,60,157
41061970100,Oregon,Union County,0,3247,1364,0,0,0.00,0,0,0,12.2,60489,0,0,0,51,21,1447,44.57,495,15.23,277,8.52,345,10.62,1399,43.09,0,0.00,4,0.14,0,0.00,7,0.22,36,1.12,29,0.90,11,0.81,99,7.23,51,1.58,21,0.63,6,0.18,19,0.57,51,1.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,1,0.05,4,0.30,1215,702,673,3112,3,8,10,30,84,88,45,214
41061970200,Oregon,Union County,0,3269,1331,0,11,0.34,1,0,1,14.3,54312,1,0,1,683,305,1147,35.08,471,14.42,252,7.71,211,6.47,1075,32.89,2,0.06,4,0.12,1,0.03,10,0.31,55,1.68,58,1.77,2,0.19,75,5.62,683,20.91,305,9.33,163,5.00,125,3.82,629,19.25,2,0.06,2,0.06,1,0.03,9,0.28,40,1.23,53,1.63,0,0.00,45,3.39,982,775,591,3105,4,7,4,33,116,107,28,204
41061970300,Oregon,Union County,0,2224,880,0,0,0.00,0,0,0,10.6,68646,0,0,0,61,21,2224,100.00,820,36.85,537,24.15,418,18.79,2088,93.88,0,0.00,13,0.58,7,0.31,22,0.99,94,4.23,71,3.19,22,2.52,61,6.92,61,2.76,21,0.95,20,0.91,14,0.61,61,2.73,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,1,0.03,0,0.05,1,0.15,901,537,418,2088,0,13,7,22,94,71,23,63
41061970400,Oregon,Union County,1,2940,1186,0,25,0.85,0,0,0,13.3,62368,1,1,0,794,262,794,27.01,262,8.91,152,5.17,151,5.13,763,25.95,2,0.08,2,0.07,0,0.00,9,0.30,18,0.62,19,0.64,1,0.10,82,6.90,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1117,660,418,2790,15,15,12,38,70,78,56,317
41061970500,Oregon,Union County,1,3370,1348,0,47,1.39,1,0,1,14.6,49539,1,1,0,507,182,507,15.03,182,5.40,114,3.39,83,2.47,484,14.36,1,0.03,2,0.06,2,0.06,3,0.09,15,0.44,10,0.30,17,1.28,48,3.52,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1337,823,380,3101,20,22,64,49,114,153,81,315
41061970600,Oregon,Union County,1,3786,1537,0,124,3.28,0,0,0,11.7,89720,1,1,0,1022,176,1022,27.00,176,4.64,219,5.79,174,4.58,964,25.46,10,0.26,14,0.37,0,0.00,2,0.05,32,0.85,49,1.29,31,2.04,24,1.54,83,2.20,11,0.28,14,0.37,17,0.45,77,2.04,1,0.03,1,0.02,0,0.00,0,0.00,4,0.11,5,0.14,1,0.09,2,0.11,840,826,605,3558,18,49,16,28,117,142,120,92
41061970700,Oregon,Union County,1,3239,1302,0,505,15.59,0,0,1,33.2,50972,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,572,578,2861,50,54,78,59,137,165,141,414
41061970800,Oregon,Union County,0,3673,1553,0,23,0.63,0,0,1,17.2,56172,0,0,0,NA,NA,305,8.29,108,2.94,69,1.87,49,1.34,287,7.80,0,0.00,0,0.00,2,0.05,1,0.03,15,0.41,14,0.37,2,0.10,30,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1799,902,645,3353,22,41,36,30,191,198,107,403
41063960100,Oregon,Wallowa County,0,1957,905,0,34,1.74,0,0,0,12.9,62212,0,0,0,258,71,807,41.24,223,11.42,120,6.11,218,11.12,780,39.86,3,0.15,0,0.00,0,0.00,1,0.05,23,1.17,11,0.56,19,2.15,59,6.54,258,13.17,71,3.65,36,1.84,73,3.75,251,12.81,1,0.04,0,0.00,0,0.00,0,0.00,6,0.32,2,0.10,6,0.71,20,2.17,507,314,478,1873,11,4,5,11,53,34,48,146
41063960200,Oregon,Wallowa County,0,1874,810,0,18,0.96,1,0,1,20.0,45208,1,0,1,1465,669,1874,100.00,875,46.69,380,20.28,418,22.31,1810,96.58,5,0.27,8,0.43,1,0.05,10,0.53,40,2.13,37,1.97,29,3.62,171,21.12,1465,78.15,669,35.72,290,15.46,341,18.22,1422,75.88,4,0.21,1,0.05,1,0.05,4,0.21,33,1.74,33,1.76,24,2.92,134,16.52,917,380,418,1810,5,8,1,10,40,37,29,173
41063960300,Oregon,Wallowa County,0,3177,1418,0,53,1.67,0,0,0,12.8,69432,0,0,0,34,9,957,30.13,322,10.14,159,5.01,254,7.99,923,29.05,3,0.09,2,0.06,0,0.00,11,0.34,19,0.59,22,0.68,35,2.49,78,5.52,34,1.07,9,0.29,10,0.30,7,0.23,26,0.82,1,0.03,0,0.00,0,0.00,0,0.00,7,0.23,7,0.23,1,0.06,2,0.16,1037,625,730,3048,10,12,1,24,82,85,136,268
41065970100,Oregon,Wasco County,1,3988,1558,0,219,5.49,0,0,0,14.8,65510,1,1,0,3988,1163,3988,100.00,1163,29.15,920,23.07,799,20.04,3480,87.26,16,0.40,36,0.90,43,1.08,42,1.05,371,9.30,649,16.27,68,4.39,212,13.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046,920,799,3480,16,36,43,42,371,649,69,220
41065970200,Oregon,Wasco County,1,2899,1175,0,40,1.38,1,0,1,12.3,51216,1,1,0,1547,480,1547,53.36,480,16.54,410,14.16,173,5.98,1342,46.28,1,0.03,12,0.40,0,0.00,28,0.95,165,5.69,269,9.28,22,1.86,120,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873,712,305,2536,7,31,6,60,259,478,116,264
41065970300,Oregon,Wasco County,1,2859,1097,0,13,0.45,0,0,0,5.3,67031,0,0,0,432,109,432,15.11,109,3.80,133,4.65,66,2.31,393,13.73,2,0.07,3,0.11,1,0.03,9,0.32,24,0.84,46,1.59,4,0.38,22,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829,727,418,2537,14,22,23,39,224,436,96,164
41065970400,Oregon,Wasco County,1,2943,1213,0,170,5.78,0,0,1,14.7,57059,0,0,0,110,33,110,3.73,33,1.12,32,1.10,9,0.31,97,3.29,1,0.02,0,0.00,0,0.01,3,0.11,9,0.30,16,0.55,7,0.62,9,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1471,687,690,2606,18,18,17,54,230,568,220,348
41065970500,Oregon,Wasco County,1,3491,1358,0,107,3.07,0,0,1,21.1,52656,0,0,0,239,108,239,6.86,108,3.08,57,1.63,36,1.03,217,6.20,1,0.03,2,0.05,1,0.03,7,0.21,12,0.33,23,0.66,3,0.23,37,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756,878,604,2930,21,38,42,62,398,747,110,552
41065970600,Oregon,Wasco County,0,2859,1174,0,14,0.49,0,0,1,12.4,54107,0,0,0,NA,NA,2838,99.25,1195,41.81,615,21.51,424,14.81,2555,89.36,13,0.44,22,0.77,9,0.31,40,1.39,200,6.98,446,15.60,5,0.42,246,20.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,620,428,2574,13,22,9,40,201,450,5,223
